id,name,tdl,idgfam,y
7184,"Glutamate receptor ionotropic, kainate 3",Tclin,IC,1
7224,"Glutamate receptor ionotropic, kainate 4",Tclin,IC,1
7225,"Glutamate receptor ionotropic, kainate 5",Tclin,IC,1
11480,"Glutamate receptor ionotropic, NMDA 2B",Tclin,IC,1
11383,"Glutamate receptor ionotropic, NMDA 2C",Tclin,IC,1
11481,"Glutamate receptor ionotropic, NMDA 2D",Tclin,IC,1
11129,"Glutamate receptor ionotropic, NMDA 3B",Tclin,IC,1
6953,Glycine receptor subunit beta,Tclin,IC,1
8632,Potassium channel subfamily K member 10,Tclin,IC,1
8451,Potassium channel subfamily K member 18,Tclin,IC,1
8575,Potassium channel subfamily K member 2,Tclin,IC,1
8508,Potassium channel subfamily K member 3,Tclin,IC,1
8695,Potassium channel subfamily K member 9,Tclin,IC,1
8620,Potassium voltage-gated channel subfamily A member 1,Tclin,IC,1
8903,Potassium voltage-gated channel subfamily A member 10,Tclin,IC,1
8621,Potassium voltage-gated channel subfamily A member 2,Tclin,IC,1
8623,Potassium voltage-gated channel subfamily A member 4,Tclin,IC,1
8625,Potassium voltage-gated channel subfamily A member 6,Tclin,IC,1
8832,Potassium voltage-gated channel subfamily A member 7,Tclin,IC,1
8626,Potassium voltage-gated channel subfamily B member 1,Tclin,IC,1
8627,Potassium voltage-gated channel subfamily B member 2,Tclin,IC,1
8628,Potassium voltage-gated channel subfamily C member 1,Tclin,IC,1
8439,Potassium voltage-gated channel subfamily C member 2,Tclin,IC,1
8440,Potassium voltage-gated channel subfamily C member 3,Tclin,IC,1
8688,Potassium voltage-gated channel subfamily C member 4,Tclin,IC,1
8441,Potassium voltage-gated channel subfamily D member 1,Tclin,IC,1
8442,Potassium voltage-gated channel subfamily D member 2,Tclin,IC,1
8689,Potassium voltage-gated channel subfamily D member 3,Tclin,IC,1
8569,Potassium voltage-gated channel subfamily F member 1,Tclin,IC,1
8629,Potassium voltage-gated channel subfamily G member 1,Tclin,IC,1
8630,Potassium voltage-gated channel subfamily G member 2,Tclin,IC,1
8690,Potassium voltage-gated channel subfamily G member 3,Tclin,IC,1
8768,Potassium voltage-gated channel subfamily G member 4,Tclin,IC,1
8505,Potassium voltage-gated channel subfamily H member 3,Tclin,IC,1
8691,Potassium voltage-gated channel subfamily H member 4,Tclin,IC,1
8692,Potassium voltage-gated channel subfamily H member 5,Tclin,IC,1
8571,Potassium voltage-gated channel subfamily H member 6,Tclin,IC,1
8572,Potassium voltage-gated channel subfamily H member 7,Tclin,IC,1
8573,Potassium voltage-gated channel subfamily H member 8,Tclin,IC,1
8510,Potassium voltage-gated channel subfamily KQT member 1,Tclin,IC,1
8907,Potassium voltage-gated channel subfamily KQT member 4,Tclin,IC,1
8908,Potassium voltage-gated channel subfamily KQT member 5,Tclin,IC,1
8452,Potassium voltage-gated channel subfamily S member 1,Tclin,IC,1
8453,Potassium voltage-gated channel subfamily S member 2,Tclin,IC,1
8699,Potassium voltage-gated channel subfamily S member 3,Tclin,IC,1
8909,Potassium voltage-gated channel subfamily V member 1,Tclin,IC,1
8455,Potassium voltage-gated channel subfamily V member 2,Tclin,IC,1
7249,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,Tclin,IC,1
7450,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3,Tclin,IC,1
7422,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,Tclin,IC,1
15003,Ryanodine receptor 1,Tclin,IC,1
15239,Ryanodine receptor 2,Tclin,IC,1
15307,Ryanodine receptor 3,Tclin,IC,1
15289,Sodium channel protein type 1 subunit alpha,Tclin,IC,1
15163,Sodium channel protein type 10 subunit alpha,Tclin,IC,1
15560,Sodium channel protein type 11 subunit alpha,Tclin,IC,1
15559,Sodium channel protein type 3 subunit alpha,Tclin,IC,1
15377,Sodium channel protein type 7 subunit alpha,Tclin,IC,1
15378,Sodium channel protein type 8 subunit alpha,Tclin,IC,1
15379,Sodium channel protein type 9 subunit alpha,Tclin,IC,1
18211,Transient receptor potential cation channel subfamily A member 1,Tclin,IC,1
18255,Transient receptor potential cation channel subfamily M member 8,Tclin,IC,1
1777,Voltage-dependent calcium channel subunit alpha-2/delta-1,Tclin,IC,1
1977,Voltage-dependent calcium channel subunit alpha-2/delta-2,Tclin,IC,1
2168,Voltage-dependent L-type calcium channel subunit alpha-1D,Tclin,IC,1
2170,Voltage-dependent T-type calcium channel subunit alpha-1G,Tclin,IC,1
2171,Voltage-dependent T-type calcium channel subunit alpha-1H,Tclin,IC,1
1782,Voltage-dependent T-type calcium channel subunit alpha-1I,Tclin,IC,1
862,ALK tyrosine kinase receptor,Tclin,Kinase,1
649,Atrial natriuretic peptide receptor 1,Tclin,Kinase,1
2647,Cyclin-dependent kinase 6,Tclin,Kinase,1
2736,Cyclin-dependent kinase 9,Tclin,Kinase,1
5473,Ephrin type-A receptor 2,Tclin,Kinase,1
6105,Fibroblast growth factor receptor 1,Tclin,Kinase,1
6047,Fibroblast growth factor receptor 2,Tclin,Kinase,1
6240,Fibroblast growth factor receptor 3,Tclin,Kinase,1
6005,Fibroblast growth factor receptor 4,Tclin,Kinase,1
7304,Heat-stable enterotoxin receptor,Tclin,Kinase,1
10123,Hepatocyte growth factor receptor,Tclin,Kinase,1
8274,Insulin receptor,Tclin,Kinase,1
3788,Macrophage colony-stimulating factor 1 receptor,Tclin,Kinase,1
8647,Mast/stem cell growth factor receptor Kit,Tclin,Kinase,1
18283,Non-receptor tyrosine-protein kinase TYK2,Tclin,Kinase,1
13083,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Tclin,Kinase,1
13015,Platelet-derived growth factor receptor alpha,Tclin,Kinase,1
12835,Platelet-derived growth factor receptor beta,Tclin,Kinase,1
8802,Protein kinase C beta type,Tclin,Kinase,1
14419,Proto-oncogene tyrosine-protein kinase receptor Ret,Tclin,Kinase,1
13990,RAF proto-oncogene serine/threonine-protein kinase,Tclin,Kinase,1
5615,Receptor tyrosine-protein kinase erbB-4,Tclin,Kinase,1
6163,Receptor-type tyrosine-protein kinase FLT3,Tclin,Kinase,1
14836,Rho-associated protein kinase 1,Tclin,Kinase,1
14865,Rho-associated protein kinase 2,Tclin,Kinase,1
1636,Serine/threonine-protein kinase B-raf,Tclin,Kinase,1
1816,Tyrosine-protein kinase BTK,Tclin,Kinase,1
7421,Tyrosine-protein kinase HCK,Tclin,Kinase,1
8195,Tyrosine-protein kinase ITK/TSK,Tclin,Kinase,1
8405,Tyrosine-protein kinase JAK1,Tclin,Kinase,1
8406,Tyrosine-protein kinase JAK2,Tclin,Kinase,1
18755,Vascular endothelial growth factor receptor 1,Tclin,Kinase,1
18810,Vascular endothelial growth factor receptor 2,Tclin,Kinase,1
18756,Vascular endothelial growth factor receptor 3,Tclin,Kinase,1
10228,Mineralocorticoid receptor,Tclin,NR,1
14174,Retinoic acid receptor alpha,Tclin,NR,1
14128,Retinoic acid receptor gamma,Tclin,NR,1
15140,3-oxo-5-alpha-steroid 4-dehydrogenase 1,Tclin,NULL,1
15196,3-oxo-5-alpha-steroid 4-dehydrogenase 2,Tclin,NULL,1
6519,"4-aminobutyrate aminotransferase, mitochondrial",Tclin,NULL,1
7737,4-hydroxyphenylpyruvate dioxygenase,Tclin,NULL,1
239,"Acyl carrier protein, mitochondrial",Tclin,NULL,1
408,Adenosine deaminase,Tclin,NULL,1
2636,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,Tclin,NULL,1
596,Alcohol dehydrogenase 1A,Tclin,NULL,1
597,Alcohol dehydrogenase 1B,Tclin,NULL,1
598,Alcohol dehydrogenase 1C,Tclin,NULL,1
618,"Aldehyde dehydrogenase, mitochondrial",Tclin,NULL,1
13793,Amidophosphoribosyltransferase,Tclin,NULL,1
291,Angiotensin-converting enzyme,Tclin,NULL,1
4328,Aromatic-L-amino-acid decarboxylase,Tclin,NULL,1
327,ATP-binding cassette sub-family A member 1,Tclin,NULL,1
333,ATP-binding cassette sub-family C member 8,Tclin,NULL,1
385,ATP-binding cassette sub-family C member 9,Tclin,NULL,1
2373,B-lymphocyte antigen CD19,Tclin,NULL,1
2552,B-lymphocyte antigen CD20,Tclin,NULL,1
1583,Breakpoint cluster region protein,Tclin,NULL,1
12643,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",Tclin,NULL,1
12818,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",Tclin,NULL,1
12755,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C",Tclin,NULL,1
12644,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",Tclin,NULL,1
12645,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Tclin,NULL,1
12714,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",Tclin,NULL,1
12758,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",Tclin,NULL,1
12584,"cAMP-specific 3',5'-cyclic phosphodiesterase 7B",Tclin,NULL,1
2874,CAMPATH-1 antigen,Tclin,NULL,1
3599,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",Tclin,NULL,1
3002,Ceramide glucosyltransferase,Tclin,NULL,1
12756,"cGMP-dependent 3',5'-cyclic phosphodiesterase",Tclin,NULL,1
12819,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",Tclin,NULL,1
12757,"cGMP-inhibited 3',5'-cyclic phosphodiesterase B",Tclin,NULL,1
12529,"cGMP-specific 3',5'-cyclic phosphodiesterase",Tclin,NULL,1
3155,Cholinesterase,Tclin,NULL,1
1967,Complement C1r subcomponent,Tclin,NULL,1
3519,Complement C5,Tclin,NULL,1
3168,"Complex I intermediate-associated protein 30, mitochondrial",Tclin,NULL,1
12715,"Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha'",Tclin,NULL,1
2368,Cyclin-T1,Tclin,NULL,1
11032,Cytochrome c oxidase subunit NDUFA4,Tclin,NULL,1
3969,Cytochrome P450 3A43,Tclin,NULL,1
8115,Cytokine receptor common subunit beta,Tclin,NULL,1
8020,Cytokine receptor common subunit gamma,Tclin,NULL,1
4157,Cytotoxic T-lymphocyte protein 4,Tclin,NULL,1
4645,Diacylglycerol O-acyltransferase 1,Tclin,NULL,1
13871,"Dihydroorotate dehydrogenase (quinone), mitochondrial",Tclin,NULL,1
4896,Dihydropyrimidine dehydrogenase [NADP(+)],Tclin,NULL,1
4676,Dipeptidase 1,Tclin,NULL,1
4812,Dipeptidyl peptidase 4,Tclin,NULL,1
4638,DNA (cytosine-5)-methyltransferase 3A,Tclin,NULL,1
4889,DNA polymerase alpha catalytic subunit,Tclin,NULL,1
4718,DNA polymerase delta catalytic subunit,Tclin,NULL,1
4981,DNA polymerase epsilon catalytic subunit A,Tclin,NULL,1
17594,DNA topoisomerase 1,Tclin,NULL,1
17999,"DNA topoisomerase I, mitochondrial",Tclin,NULL,1
5256,Erythropoietin receptor,Tclin,NULL,1
6307,Farnesyl pyrophosphate synthase,Tclin,NULL,1
9416,Gastric triacylglycerol lipase,Tclin,NULL,1
3857,Granulocyte colony-stimulating factor receptor,Tclin,NULL,1
3789,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,Tclin,NULL,1
6726,Growth hormone receptor,Tclin,NULL,1
6745,Guanylate cyclase soluble subunit alpha-2,Tclin,NULL,1
6601,Guanylate cyclase soluble subunit alpha-3,Tclin,NULL,1
6769,Guanylate cyclase soluble subunit beta-1,Tclin,NULL,1
6676,Guanylate cyclase soluble subunit beta-2,Tclin,NULL,1
12857,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A",Tclin,NULL,1
12585,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A",Tclin,NULL,1
12858,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B",Tclin,NULL,1
7424,Histone deacetylase 1,Tclin,NULL,1
7332,Histone deacetylase 11,Tclin,NULL,1
7333,Histone deacetylase 2,Tclin,NULL,1
7334,Histone deacetylase 4,Tclin,NULL,1
7426,Histone deacetylase 5,Tclin,NULL,1
7425,Histone deacetylase 7,Tclin,NULL,1
7251,Histone deacetylase 9,Tclin,NULL,1
8008,Ig epsilon chain C region,Tclin,NULL,1
7970,Inosine-5'-monophosphate dehydrogenase 1,Tclin,NULL,1
8319,Inosine-5'-monophosphate dehydrogenase 2,Tclin,NULL,1
7971,Inositol monophosphatase 1,Tclin,NULL,1
8340,Integrin alpha-4,Tclin,NULL,1
8344,Integrin alpha-L,Tclin,NULL,1
8397,Integrin beta-1,Tclin,NULL,1
8399,Integrin beta-7,Tclin,NULL,1
8170,Interferon alpha/beta receptor 1,Tclin,NULL,1
8033,Interferon alpha/beta receptor 2,Tclin,NULL,1
7901,Interleukin-1 receptor accessory protein,Tclin,NULL,1
7986,Interleukin-11 receptor subunit alpha,Tclin,NULL,1
8016,Interleukin-17A,Tclin,NULL,1
8161,Interleukin-2 receptor subunit beta,Tclin,NULL,1
8022,Interleukin-23 subunit alpha,Tclin,NULL,1
8025,Interleukin-6 receptor subunit alpha,Tclin,NULL,1
8215,Interleukin-6 receptor subunit beta,Tclin,NULL,1
10480,Interstitial collagenase,Tclin,NULL,1
9447,Leptin receptor,Tclin,NULL,1
17757,Lymphotoxin-alpha,Tclin,NULL,1
9909,Lysosomal alpha-glucosidase,Tclin,NULL,1
10317,"Maltase-glucoamylase, intestinal",Tclin,NULL,1
10276,Matrilysin,Tclin,NULL,1
10740,Microsomal triglyceride transfer protein large subunit,Tclin,NULL,1
10259,"Mimitin, mitochondrial",Tclin,NULL,1
2310,Myeloid cell surface antigen CD33,Tclin,NULL,1
11284,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,Tclin,NULL,1
11102,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4,Tclin,NULL,1
11099,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1,Tclin,NULL,1
10982,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",Tclin,NULL,1
11146,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,Tclin,NULL,1
11217,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,Tclin,NULL,1
11218,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,Tclin,NULL,1
11031,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,Tclin,NULL,1
11145,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3,Tclin,NULL,1
11898,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2,Tclin,NULL,1
11061,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,Tclin,NULL,1
11352,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,Tclin,NULL,1
11353,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,Tclin,NULL,1
11281,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,Tclin,NULL,1
10981,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",Tclin,NULL,1
11219,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1,Tclin,NULL,1
11034,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,Tclin,NULL,1
11356,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",Tclin,NULL,1
11354,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial",Tclin,NULL,1
11282,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,Tclin,NULL,1
11147,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,Tclin,NULL,1
11283,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",Tclin,NULL,1
11355,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,Tclin,NULL,1
11100,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,Tclin,NULL,1
11148,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",Tclin,NULL,1
11033,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,Tclin,NULL,1
11101,"NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial",Tclin,NULL,1
10983,NADH dehydrogenase [ubiquinone] 1 subunit C2,Tclin,NULL,1
10986,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",Tclin,NULL,1
11063,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",Tclin,NULL,1
11152,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",Tclin,NULL,1
11036,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",Tclin,NULL,1
11220,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",Tclin,NULL,1
11286,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",Tclin,NULL,1
10984,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,Tclin,NULL,1
10985,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",Tclin,NULL,1
11037,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",Tclin,NULL,1
11062,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",Tclin,NULL,1
11285,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",Tclin,NULL,1
11697,NADH-ubiquinone oxidoreductase chain 1,Tclin,NULL,1
11608,NADH-ubiquinone oxidoreductase chain 2,Tclin,NULL,1
11609,NADH-ubiquinone oxidoreductase chain 3,Tclin,NULL,1
11785,NADH-ubiquinone oxidoreductase chain 4,Tclin,NULL,1
11698,NADH-ubiquinone oxidoreductase chain 4L,Tclin,NULL,1
11521,NADH-ubiquinone oxidoreductase chain 5,Tclin,NULL,1
11522,NADH-ubiquinone oxidoreductase chain 6,Tclin,NULL,1
11366,Neprilysin,Tclin,NULL,1
11583,Niemann-Pick C1-like protein 1,Tclin,NULL,1
11377,Nischarin,Tclin,NULL,1
11545,Nucleotide-binding oligomerization domain-containing protein 2,Tclin,NULL,1
820,Pancreatic alpha-amylase,Tclin,NULL,1
9338,Pancreatic triacylglycerol lipase,Tclin,NULL,1
12724,Pepsin A-5,Tclin,NULL,1
13310,Peptidyl-prolyl cis-trans isomerase A,Tclin,NULL,1
6291,Peptidyl-prolyl cis-trans isomerase FKBP1A,Tclin,NULL,1
12965,Phenylalanine-4-hydroxylase,Tclin,NULL,1
13049,Placenta growth factor,Tclin,NULL,1
9125,Plasma kallikrein,Tclin,NULL,1
12743,Poly [ADP-ribose] polymerase 2,Tclin,NULL,1
12402,Poly [ADP-ribose] polymerase 3,Tclin,NULL,1
1284,Potassium-transporting ATPase alpha chain 1,Tclin,NULL,1
12853,Programmed cell death protein 1,Tclin,NULL,1
12811,Proprotein convertase subtilisin/kexin type 9,Tclin,NULL,1
13751,Proteasome subunit alpha type-1,Tclin,NULL,1
13635,Proteasome subunit beta type-1,Tclin,NULL,1
13717,Proteasome subunit beta type-2,Tclin,NULL,1
13777,Proteasome subunit beta type-5,Tclin,NULL,1
13779,Proteasome subunit beta type-8,Tclin,NULL,1
3719,Protein cereblon,Tclin,NULL,1
6253,Protein farnesyltransferase subunit beta,Tclin,NULL,1
6252,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,Tclin,NULL,1
14026,Receptor activity-modifying protein 1,Tclin,NULL,1
14125,Receptor activity-modifying protein 3,Tclin,NULL,1
3271,"Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma",Tclin,NULL,1
12759,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta",Tclin,NULL,1
3467,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma",Tclin,NULL,1
14483,Ribonucleoside-diphosphate reductase large subunit,Tclin,NULL,1
14520,Ribonucleoside-diphosphate reductase subunit M2,Tclin,NULL,1
12820,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha",Tclin,NULL,1
12646,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta",Tclin,NULL,1
15752,SLAM family member 7,Tclin,NULL,1
15212,Sodium- and chloride-dependent GABA transporter 1,Tclin,NULL,1
15155,Sodium/glucose cotransporter 2,Tclin,NULL,1
1364,Sodium/potassium-transporting ATPase subunit alpha-1,Tclin,NULL,1
1365,Sodium/potassium-transporting ATPase subunit alpha-2,Tclin,NULL,1
1339,Sodium/potassium-transporting ATPase subunit alpha-3,Tclin,NULL,1
1246,Sodium/potassium-transporting ATPase subunit alpha-4,Tclin,NULL,1
1396,Sodium/potassium-transporting ATPase subunit beta-1,Tclin,NULL,1
1366,Sodium/potassium-transporting ATPase subunit beta-2,Tclin,NULL,1
1182,Sodium/potassium-transporting ATPase subunit beta-3,Tclin,NULL,1
1407,Sodium/potassium-transporting ATPase subunit gamma,Tclin,NULL,1
15009,Solute carrier family 12 member 1,Tclin,NULL,1
15010,Solute carrier family 12 member 2,Tclin,NULL,1
15112,Solute carrier family 12 member 3,Tclin,NULL,1
16373,"Succinate-semialdehyde dehydrogenase, mitochondrial",Tclin,NULL,1
16535,Synaptic vesicle glycoprotein 2A,Tclin,NULL,1
2309,T-cell surface antigen CD2,Tclin,NULL,1
2873,T-cell surface glycoprotein CD3 delta chain,Tclin,NULL,1
2729,T-cell surface glycoprotein CD3 epsilon chain,Tclin,NULL,1
2311,T-cell surface glycoprotein CD3 gamma chain,Tclin,NULL,1
2463,T-lymphocyte activation antigen CD80,Tclin,NULL,1
2730,T-lymphocyte activation antigen CD86,Tclin,NULL,1
18258,"Thioredoxin reductase 1, cytoplasmic",Tclin,NULL,1
18058,Thrombopoietin receptor,Tclin,NULL,1
18285,Thymidine phosphorylase,Tclin,NULL,1
12771,Thyroid peroxidase,Tclin,NULL,1
17813,Toll-like receptor 7,Tclin,NULL,1
17634,Toll-like receptor 9,Tclin,NULL,1
18183,Transthyretin,Tclin,NULL,1
17670,"Troponin C, slow skeletal and cardiac muscles",Tclin,NULL,1
18215,Trypsin-1,Tclin,NULL,1
18083,Tryptase alpha/beta-1,Tclin,NULL,1
17048,Tubulin beta chain,Tclin,NULL,1
17113,Tubulin beta-1 chain,Tclin,NULL,1
16935,Tubulin beta-2A chain,Tclin,NULL,1
17182,Tubulin beta-2B chain,Tclin,NULL,1
17299,Tubulin beta-3 chain,Tclin,NULL,1
17300,Tubulin beta-4A chain,Tclin,NULL,1
16936,Tubulin beta-4B chain,Tclin,NULL,1
17114,Tubulin beta-6 chain,Tclin,NULL,1
16937,Tubulin beta-8 chain,Tclin,NULL,1
17908,Tumor necrosis factor ligand superfamily member 11,Tclin,NULL,1
17847,Tumor necrosis factor ligand superfamily member 13B,Tclin,NULL,1
17589,Tumor necrosis factor receptor superfamily member 8,Tclin,NULL,1
8082,Type I iodothyronine deiodinase,Tclin,NULL,1
18331,Tyrosine 3-monooxygenase,Tclin,NULL,1
18754,Vascular endothelial growth factor B,Tclin,NULL,1
18848,Vitamin K epoxide reductase complex subunit 1,Tclin,NULL,1
18963,Vitamin K-dependent gamma-carboxylase,Tclin,NULL,1
212,5-hydroxytryptamine receptor 1A,Tclin,GPCR,-1
271,5-hydroxytryptamine receptor 1B,Tclin,GPCR,-1
370,5-hydroxytryptamine receptor 1D,Tclin,GPCR,-1
74,5-hydroxytryptamine receptor 2A,Tclin,GPCR,-1
214,5-hydroxytryptamine receptor 2B,Tclin,GPCR,-1
372,5-hydroxytryptamine receptor 2C,Tclin,GPCR,-1
168,5-hydroxytryptamine receptor 4,Tclin,GPCR,-1
